SEMAFORO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,CALIDAD_ALC,CALIDAD_CONDUC,CALIDAD_SDT_ra,CALIDAD_SDT_salin,CALIDAD_FLUO,CALIDAD_DUR,CALIDAD_COLI_FEC,CALIDAD_N_NO3,CALIDAD_AS,CALIDAD_CD,CALIDAD_CR,CALIDAD_HG,CALIDAD_PB,CALIDAD_MN,CALIDAD_FE,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
1,POZO 2 TEPEHUANES,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.71853,25.33097,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 1 TEPEHUANES,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.72154,25.34377,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 3 TEPEHUANES,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.7346,25.33631,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO SAN JOSE DE LA BOCA,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.77733,25.32961,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO 1 SANTA CLARA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTA CLARA,SANTA CLARA,POZO,-103.3553,24.47972,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 2 SANTA CLARA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTA CLARA,SANTA CLARA,POZO,-103.37133,24.47431,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
1,POZO RAMON CORONA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,SANTA CLARA,POZO,-103.63499,24.18502,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 1  IGNACIO LOPEZ RAYON,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,SANTA CLARA,POZO,-103.72039,24.22206,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 2 IGNACIO LOPEZ RAYON,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,SANTA CLARA,POZO,-103.73916,24.17523,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
1,POZO 2 PURISIMA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,CUAUHTEMOC,POZO,-103.79449,24.24767,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 1 CUAUHTEMOC,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,CUAUHTEMOC,POZO,-103.81477,24.28914,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO EMILIANO ZAPATA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,CUAUHTEMOC,POZO,-103.85242,24.42197,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO CERRO DE SANTIAGO,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEÑON BLANCO,POZO,-103.81525,24.53926,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Alta,Muy dura e indeseable usos industrial y domestico,Buena calidad,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO J. AGUSTIN CASTRO,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-103.92517,24.60663,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO LUIS MOYA,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-103.96478,24.55178,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO YERBANIS,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-103.88003,24.67848,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO 3 PEÑON BLANCO,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-104.02779,24.79006,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO COVADONGA,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-104.079,24.90714,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO 2 PEDRICEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.79279,25.12443,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,No apta como FAAP,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI
3,POZO 1 PEDRICEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.78701,25.11561,Alta,Permisible para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Buena calidad,No apta como FAAP,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI
3,POZO 2 VELARDEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.72887,25.06215,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO VISTA HERMOSA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.72011,25.03684,Alta,Dudosa para riego,Cultivos con manejo especial,Ligeramente salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,NO,SI,SI,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO 4 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.6934,24.85957,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO 1 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.69635,24.8579,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO 12 DE DICIEMBRE,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAME,PEDRICEÑA-VELARDEÑA,POZO,-103.57082,24.70461,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Suave,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 10 DE ABRIL (SANTA CLARA),CUENCAS CENTRALES DEL NORTE,DURANGO,SANTA CLARA,SANTA CLARA,POZO,-103.48315,24.55637,Media,Dudosa para riego,Cultivos tolerantes,Salobres,Potable - Optima,Muy dura e indeseable usos industrial y domestico,Fuertemente contaminada,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,SI,SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO
3,POZO HEBERTO CASTILLO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.42265,25.05818,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Suave,Buena calidad,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO VICENTE GUERRERO 1,PACIFICO NORTE,DURANGO,VICENTE GUERRERO,VICENTE GUERRERO-POANAS,POZO,-103.98071,23.72654,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO LA PARRILLA,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,VICENTE GUERRERO-POANAS,POZO,-104.08413,23.77516,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Moderadamente suave,Contaminada,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO SAN ISIDRO DE MURILLOS,PACIFICO NORTE,DURANGO,VICENTE GUERRERO,VICENTE GUERRERO-POANAS,POZO,-104.05886,23.68358,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Moderadamente suave,Buena calidad,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO NOMBRE DE DIOS,PACIFICO NORTE,DURANGO,NOMBRE DE DIOS,VICENTE GUERRERO-POANAS,POZO,-104.24706,23.85314,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Buena calidad,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO DIECISEIS DE SEPTIEMBRE,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.54745,24.05297,Alta,Permisible para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
3,POZO COL. 20 DE NOV.,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.58898,24.04655,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO 7 GABINO SANTILLAN,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.58664,23.98935,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO COL. EL CIPRES,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.6448,24.05443,Media,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO TAPIAS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.70648,23.9961,Media,Excelente para riego,Excelente para riego,Potable - Dulce,Media,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO SANDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,TEPEHUANES-SANTIAGO,POZO,-105.5974,25.2468,Media,Excelente para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
1,POZO 10 DE ABRIL,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.40988,25.0322,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Potable - Optima,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO COL. HIDALGO,PACIFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.58995,24.15877,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO JUAN .B. CEBALLOS,PACIFICO NORTE,DURANGO,DURANGO,VALLE DE CANATLAN,POZO,-104.6666,24.20678,Media,Buena para riego,Excelente para riego,Potable - Dulce,Media,Potable - Dura,Potable - Excelente,Potable - Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO NICOLAS BRAVO,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.74164,24.39102,Media,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Sin efectos en la salud - Puede dar color al agua,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO
1,POZO J. GPE. AGUILERA,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.69968,24.44247,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
3,POZO BRUNO MARTINEZ,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.65405,24.52291,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
1,POZO DONATO GUERRA,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.64327,24.61722,Alta,Permisible para riego,Cultivos sensibles,Potable - Dulce,Baja,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO 1 SAN LUCAS DE OCAMPO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.64101,24.72936,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Potable - Optima,Potable - Dura,Buena calidad,Potable - Buena calidad,No apta como FAAP,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
3,POZO LEONA VICARIO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.494,24.69971,Indeseable como FAAP,Buena para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO EL RANCHITO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.48151,24.77588,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO LA SECUNDARIA,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.47535,24.78529,Alta,Buena para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Aceptable,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO LAS CANCHAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.48941,24.78859,Indeseable como FAAP,Buena para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO TOLEDO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.47438,24.80296,Indeseable como FAAP,Buena para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Dura,Buena calidad,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO LA LOMA,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.45502,24.78616,Alta,Buena para riego,Excelente para riego,Potable - Dulce,Alta,Potable - Dura,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
3,POZO ATOTONILCO - DURANGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.48885,24.84292,Indeseable como FAAP,Permisible para riego,Cultivos sensibles,Potable - Dulce,Alta,Potable - Moderadamente suave,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,Potable - Excelente,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
